ride_id,datetime,city,driver_id,customer_id,ride_status,distance_km,fare_amount,payment_method,vehicle_type,surge_multiplier
71,2024-02-01 05:12:00,Mumbai,1610,10696,Completed,17.91,254.92,Wallet,Auto,1.0
72,2024-06-03 14:13:00,Mumbai,1718,5805,Completed,18.38,260.56,Card,SUV,1.0
73,2024-01-20 06:39:00,Hyderabad,1428,11752,Completed,19.17,270.04,UPI,SUV,1.0
74,2024-07-19 07:25:00,Chennai,1327,6877,Cancelled,17.13,0.0,Wallet,SUV,1.0
75,2024-03-24 08:07:00,Bangalore,1662,10598,Completed,10.46,165.52,Wallet,Mini,1.0
76,2024-08-04 22:22:00,Hyderabad,1379,16877,Completed,24.38,332.56,Wallet,Auto,1.0
77,2024-03-01 19:06:00,Pune,1661,11941,Cancelled,16.52,0.0,Wallet,Prime,1.2
78,2024-08-08 15:03:00,Delhi,1423,15707,Completed,15.27,223.24,Card,Auto,1.0
79,2024-05-09 06:13:00,Hyderabad,1779,12693,Completed,18.62,263.44,UPI,Auto,1.0
80,2024-10-11 18:16:00,Bangalore,1422,17076,Completed,16.85,242.2,Wallet,Mini,1.0
81,2024-05-04 02:39:00,Mumbai,1694,8578,Cancelled,23.94,0.0,Cash,Prime,1.5
82,2024-03-30 01:56:00,Delhi,1371,8293,Completed,2.36,102.48,Card,Auto,1.5
83,2024-02-17 01:56:00,Bangalore,1762,9148,Completed,24.23,661.52,Cash,Auto,2.0
84,2024-09-20 16:08:00,Delhi,1056,16343,Cancelled,8.77,0.0,Wallet,Mini,1.0
85,2024-08-09 18:50:00,Bangalore,1496,10002,Cancelled,9.29,0.0,Card,Mini,1.0
86,2024-04-24 10:18:00,Hyderabad,1521,9099,Completed,23.53,322.36,Cash,Prime,1.0
87,2024-02-02 01:05:00,Hyderabad,1926,6314,Completed,4.24,90.88,Wallet,SUV,1.0
88,2024-09-19 11:27:00,Chennai,1082,17836,No Show,5.22,0.0,UPI,Mini,1.0
89,2024-04-26 06:42:00,Delhi,1596,16034,Cancelled,19.04,0.0,Card,Prime,1.0
90,2024-01-30 13:57:00,Hyderabad,1997,10266,Completed,10.27,163.24,Wallet,Prime,1.0
91,2024-03-12 04:09:00,Bangalore,1425,19208,Cancelled,20.63,0.0,Card,Prime,1.5
92,2024-11-28 08:26:00,Bangalore,1851,16678,Cancelled,13.76,0.0,Cash,Prime,1.0
93,2024-04-26 05:57:00,Pune,1682,14591,Cancelled,16.95,0.0,Cash,SUV,1.2
94,2024-12-26 18:07:00,Mumbai,1373,12788,Cancelled,22.47,0.0,Cash,SUV,1.0
95,2024-12-08 12:07:00,Delhi,1440,15579,Completed,4.16,89.92,Card,Prime,1.0
96,2024-04-08 15:37:00,Pune,1805,17916,Completed,12.71,192.52,Cash,Prime,1.0
97,2024-02-21 11:48:00,Mumbai,1598,14648,Completed,15.59,227.08,Card,Auto,1.0
98,2024-12-20 19:21:00,Pune,1095,16083,Completed,20.92,291.04,UPI,Mini,1.0
99,2024-06-29 13:39:00,Delhi,1983,16335,Completed,14.01,249.74,UPI,SUV,1.2
100,2024-06-10 06:13:00,Chennai,1950,10257,Completed,16.33,235.96,Cash,Auto,1.0
101,2024-04-29 09:32:00,Delhi,1503,9651,Completed,14.22,210.64,Cash,Mini,1.0
102,2024-07-24 10:19:00,Mumbai,1106,16576,Completed,18.7,528.8,Wallet,SUV,2.0
103,2024-07-31 06:21:00,Mumbai,1084,14357,Completed,9.43,183.79,Card,Prime,1.2
104,2024-08-12 10:42:00,Chennai,1622,7390,Completed,12.1,185.2,Wallet,SUV,1.0
105,2024-12-25 19:32:00,Chennai,1589,10829,Completed,24.14,395.62,UPI,Mini,1.2
106,2024-06-19 16:06:00,Hyderabad,1243,9345,Completed,11.41,176.92,Wallet,Prime,1.0
107,2024-02-06 07:22:00,Bangalore,1166,8574,Completed,7.76,133.12,Cash,Prime,1.0
108,2024-07-18 14:33:00,Chennai,1313,14850,Completed,17.18,246.16,Cash,SUV,1.0
109,2024-02-09 17:35:00,Pune,1866,5832,No Show,18.97,0.0,UPI,Auto,1.0
110,2024-03-05 23:43:00,Hyderabad,1004,11992,Completed,11.65,179.8,Cash,Prime,1.0
111,2024-06-21 12:25:00,Pune,1903,8687,Completed,19.43,273.16,UPI,SUV,1.0
112,2024-01-21 05:30:00,Pune,1924,14340,Completed,3.06,76.72,Wallet,Mini,1.0
113,2024-12-27 11:20:00,Delhi,1348,15324,Cancelled,18.18,0.0,Wallet,Mini,1.0
114,2024-08-29 01:29:00,Hyderabad,1467,14565,Completed,13.31,199.72,Card,SUV,1.0
115,2024-05-14 20:38:00,Mumbai,1841,19047,Completed,11.98,183.76,Cash,Mini,1.0
116,2024-03-01 22:09:00,Bangalore,1616,7096,Completed,16.61,239.32,Wallet,SUV,1.0
117,2024-09-11 00:15:00,Delhi,1741,18270,Completed,16.39,236.68,Wallet,Prime,1.0
118,2024-08-24 16:01:00,Pune,1399,17502,Cancelled,17.15,0.0,Card,SUV,1.0
119,2024-04-14 15:49:00,Mumbai,1483,16926,Completed,16.78,241.36,Cash,SUV,1.0
120,2024-04-30 18:11:00,Bangalore,1192,11417,Completed,23.63,323.56,Card,Prime,1.0
121,2024-05-16 14:34:00,Hyderabad,1981,8979,Completed,16.8,241.6,Wallet,Auto,1.0
122,2024-12-24 22:48:00,Bangalore,1346,12002,Completed,23.65,323.8,UPI,SUV,1.0
123,2024-07-30 17:05:00,Mumbai,1432,11875,No Show,22.82,0.0,Cash,SUV,1.0
124,2024-08-31 16:19:00,Pune,1689,14482,Completed,4.32,91.84,Card,Prime,1.0
125,2024-11-18 14:08:00,Chennai,1676,13717,Completed,17.71,252.52,UPI,SUV,1.0
126,2024-01-16 15:23:00,Pune,1841,13939,Completed,21.43,297.16,Card,Auto,1.0
127,2024-05-03 14:49:00,Hyderabad,1792,15088,Cancelled,8.48,0.0,Card,Prime,1.0
128,2024-04-22 01:26:00,Hyderabad,1109,6857,Completed,16.47,356.46,UPI,SUV,1.5
129,2024-07-19 14:38:00,Bangalore,1935,14940,Completed,20.48,285.76,Wallet,Mini,1.0
130,2024-11-25 03:36:00,Pune,1796,9941,Completed,19.26,325.34,Card,SUV,1.2
131,2024-05-27 17:40:00,Bangalore,1637,14106,No Show,11.49,0.0,Wallet,SUV,1.0
132,2024-05-14 22:40:00,Mumbai,1930,19997,Completed,9.84,237.12,Wallet,Auto,1.5
133,2024-02-06 12:09:00,Mumbai,1370,9766,Cancelled,11.87,0.0,Cash,Auto,1.2
134,2024-12-30 06:00:00,Bangalore,1124,6479,Completed,4.37,138.66,UPI,Prime,1.5
135,2024-02-24 01:13:00,Hyderabad,1516,16032,Completed,21.01,292.12,UPI,SUV,1.0
136,2024-06-27 08:13:00,Delhi,1677,10755,Cancelled,10.95,0.0,Card,Mini,1.0
137,2024-12-18 06:57:00,Mumbai,1115,14487,Cancelled,4.1,0.0,Card,SUV,1.0
138,2024-01-14 22:29:00,Chennai,1864,8429,No Show,23.86,0.0,Card,SUV,1.0
139,2024-06-29 03:27:00,Chennai,1758,6773,Completed,12.31,187.72,Cash,SUV,1.0
140,2024-01-14 17:46:00,Pune,1074,7231,Completed,17.47,299.57,Wallet,Mini,1.2
141,2024-10-11 21:18:00,Chennai,1350,19558,Cancelled,20.16,0.0,Wallet,Auto,1.0
142,2024-12-12 17:12:00,Bangalore,1389,8156,Completed,3.32,79.84,Cash,Auto,1.0
143,2024-05-09 12:39:00,Bangalore,1844,14291,Completed,22.42,309.04,UPI,Mini,1.0
144,2024-01-14 15:47:00,Delhi,1246,9577,Completed,5.29,124.18,UPI,Mini,1.2
145,2024-04-20 13:06:00,Delhi,1745,18940,Completed,4.33,91.96,UPI,Mini,1.0
146,2024-01-16 23:48:00,Mumbai,1816,17483,Completed,3.67,100.85,Cash,SUV,1.2
147,2024-09-03 08:45:00,Mumbai,1891,7307,Completed,3.87,86.44,Wallet,Auto,1.0
148,2024-07-22 05:50:00,Bangalore,1460,10355,No Show,10.61,0.0,Cash,Prime,1.0
149,2024-06-14 16:50:00,Chennai,1483,9767,Cancelled,23.79,0.0,Cash,Prime,2.0
150,2024-05-30 15:49:00,Hyderabad,1107,18825,Completed,10.65,167.8,UPI,Mini,1.0
151,2024-07-02 03:05:00,Delhi,1910,18160,Completed,14.84,218.08,Card,Prime,1.0
152,2024-01-26 21:37:00,Pune,1119,17447,Cancelled,4.56,0.0,UPI,Prime,1.0
153,2024-12-10 00:27:00,Mumbai,1560,5720,Completed,12.78,193.36,UPI,Prime,1.0
154,2024-02-28 10:40:00,Mumbai,1592,12426,Completed,4.7,96.4,Wallet,SUV,1.0
155,2024-06-04 05:42:00,Hyderabad,1042,12642,Completed,15.42,450.08,UPI,SUV,2.0
156,2024-09-23 22:49:00,Delhi,1632,11394,Completed,8.57,214.26,UPI,Mini,1.5
157,2024-05-20 14:07:00,Chennai,1473,8051,Completed,24.15,329.8,Cash,SUV,1.0
158,2024-03-08 16:38:00,Pune,1312,6619,No Show,2.99,0.0,UPI,Auto,1.5
159,2024-10-17 01:46:00,Pune,1149,16109,Completed,24.84,338.08,Cash,Mini,1.0
160,2024-09-10 01:38:00,Mumbai,1676,18868,Completed,24.29,331.48,Cash,Auto,1.0
161,2024-06-09 20:18:00,Delhi,1546,12053,Completed,18.0,256.0,Cash,Auto,1.0
162,2024-08-16 08:11:00,Mumbai,1797,12558,Completed,15.44,337.92,Card,Prime,1.5
163,2024-06-09 08:18:00,Hyderabad,1361,7865,Completed,8.46,283.04,Cash,SUV,2.0
164,2024-07-12 03:00:00,Mumbai,1389,10788,Cancelled,12.48,0.0,Cash,Auto,1.0
165,2024-11-02 15:59:00,Pune,1840,15428,Completed,6.33,115.96,Wallet,Auto,1.0
166,2024-09-11 23:21:00,Pune,1430,17358,Completed,15.42,225.04,Cash,Mini,1.0
167,2024-01-10 00:59:00,Mumbai,1887,7820,No Show,24.68,0.0,Cash,Mini,1.0
168,2024-12-12 19:26:00,Delhi,1092,9796,Completed,9.12,179.33,Cash,Auto,1.2
169,2024-06-04 19:31:00,Mumbai,1619,9278,Completed,5.74,163.32,Wallet,SUV,1.5
170,2024-02-22 11:02:00,Hyderabad,1475,15116,Cancelled,23.85,0.0,Wallet,Prime,1.2
171,2024-03-21 11:26:00,Delhi,1881,8162,Completed,11.62,269.16,Card,Auto,1.5
172,2024-08-13 12:42:00,Hyderabad,1625,6768,Cancelled,3.04,0.0,Wallet,Auto,1.0
173,2024-09-24 10:29:00,Hyderabad,1009,17092,Completed,20.64,575.36,Cash,Mini,2.0
174,2024-02-05 07:37:00,Delhi,1932,6513,Completed,15.67,228.04,Cash,Mini,1.0
175,2024-08-14 16:25:00,Bangalore,1424,12985,No Show,21.37,0.0,Wallet,Auto,1.2
176,2024-06-02 22:37:00,Hyderabad,1368,9907,Completed,11.54,178.48,Card,Prime,1.0
177,2024-01-11 02:22:00,Delhi,1695,7622,Completed,21.89,363.22,Wallet,Mini,1.2
178,2024-07-21 01:17:00,Chennai,1675,16736,No Show,24.92,0.0,UPI,Prime,1.0
179,2024-08-28 20:32:00,Bangalore,1086,9831,Completed,23.73,389.71,Card,Prime,1.2
180,2024-02-25 19:04:00,Mumbai,1455,19411,Completed,12.36,188.32,Cash,Mini,1.0
181,2024-01-19 19:39:00,Chennai,1557,18526,No Show,15.94,0.0,Cash,Mini,1.0
182,2024-08-29 20:12:00,Chennai,1747,12134,Completed,16.22,234.64,UPI,Prime,1.0
183,2024-06-01 06:59:00,Bangalore,1163,9268,Completed,17.45,249.4,Card,Auto,1.0
184,2024-04-04 19:29:00,Mumbai,1733,18211,Completed,13.96,311.28,UPI,Prime,1.5
185,2024-08-18 17:13:00,Hyderabad,1107,12647,Completed,14.9,328.2,Cash,Mini,1.5
186,2024-01-02 23:42:00,Bangalore,1375,13648,Completed,5.08,100.96,UPI,Auto,1.0
187,2024-12-21 10:22:00,Mumbai,1307,6838,Completed,16.27,282.29,Wallet,Mini,1.2
188,2024-01-27 14:45:00,Hyderabad,1680,18314,Completed,5.14,101.68,Card,Prime,1.0
189,2024-01-10 09:39:00,Bangalore,1142,15990,Completed,15.57,226.84,Wallet,Auto,1.0
190,2024-08-05 08:38:00,Bangalore,1681,14775,Completed,22.8,313.6,Wallet,SUV,1.0
191,2024-04-25 11:23:00,Hyderabad,1190,15701,Completed,20.02,280.24,Cash,Prime,1.0
192,2024-07-28 13:10:00,Hyderabad,1772,10711,Completed,21.83,452.94,Wallet,SUV,1.5
193,2024-01-16 10:35:00,Mumbai,1139,9004,Completed,23.31,319.72,Cash,Auto,1.0
194,2024-04-27 22:16:00,Delhi,1610,8683,Completed,12.56,381.44,UPI,Mini,2.0
195,2024-11-20 10:11:00,Mumbai,1413,9448,Completed,9.56,154.72,Wallet,Mini,1.0
196,2024-06-01 17:00:00,Bangalore,1642,17430,Completed,3.74,84.88,Wallet,Mini,1.0
197,2024-04-18 21:32:00,Delhi,1682,9519,Completed,5.49,105.88,Wallet,Mini,1.0
198,2024-08-08 00:09:00,Hyderabad,1973,7054,Completed,6.18,114.16,Wallet,Auto,1.0
199,2024-04-15 04:11:00,Chennai,1433,15047,Cancelled,12.9,0.0,Cash,Auto,1.0
200,2024-01-08 09:29:00,Bangalore,1371,5489,Completed,6.42,117.04,Cash,Auto,1.0
201,2024-04-29 16:27:00,Pune,1873,13191,Completed,8.41,140.92,Card,Mini,1.0
202,2024-11-09 02:15:00,Delhi,1198,8301,Completed,4.77,97.24,Card,SUV,1.0
203,2024-07-02 03:17:00,Chennai,1333,17446,Completed,10.38,164.56,UPI,Mini,1.0
204,2024-02-15 14:25:00,Chennai,1530,7151,Completed,2.9,89.76,UPI,Mini,1.2
205,2024-05-25 20:07:00,Pune,1518,16571,Completed,3.88,129.84,Card,Prime,1.5
206,2024-02-20 04:51:00,Delhi,1975,15964,Cancelled,3.4,0.0,Card,Prime,1.0
207,2024-06-28 08:21:00,Pune,1108,7317,Cancelled,19.21,0.0,Wallet,Prime,1.0
208,2024-01-22 07:07:00,Delhi,1907,5399,Completed,10.52,166.24,Wallet,Auto,1.0
209,2024-08-26 03:17:00,Hyderabad,1543,19869,Completed,10.49,165.88,Card,Auto,1.0
210,2024-08-12 08:34:00,Pune,1503,14088,Completed,2.84,74.08,UPI,Mini,1.0
211,2024-01-23 15:36:00,Delhi,1756,8278,Completed,22.59,311.08,Card,Prime,1.0
212,2024-08-22 05:40:00,Mumbai,1596,6348,Completed,4.46,93.52,Wallet,Prime,1.0
213,2024-03-18 06:23:00,Bangalore,1625,12012,Completed,7.58,130.96,Wallet,Auto,1.0
214,2024-12-14 04:23:00,Bangalore,1126,7468,Completed,2.46,69.52,Cash,Auto,1.0
215,2024-07-24 05:41:00,Hyderabad,1122,10922,Completed,9.53,154.36,Card,Prime,1.0
216,2024-05-18 15:23:00,Hyderabad,1186,11196,Cancelled,15.65,0.0,Card,Prime,1.0
217,2024-06-03 03:04:00,Chennai,1028,12425,Cancelled,13.46,0.0,Card,Mini,1.0
218,2024-06-09 17:57:00,Hyderabad,1979,18850,Completed,15.5,271.2,Wallet,SUV,1.2
219,2024-11-18 10:00:00,Hyderabad,1143,13316,Completed,4.93,99.16,Card,Auto,1.0
220,2024-10-18 09:19:00,Hyderabad,1261,13125,Completed,16.86,242.32,Card,Auto,1.0
221,2024-01-09 22:28:00,Mumbai,1625,14230,Completed,24.69,336.28,Card,Mini,1.0
222,2024-05-15 13:37:00,Bangalore,1022,13706,Completed,4.34,92.08,Card,Mini,1.0
223,2024-09-09 13:18:00,Mumbai,1040,15344,Completed,5.7,108.4,UPI,Auto,1.0
224,2024-01-31 21:09:00,Bangalore,1847,19163,Completed,5.99,167.82,Cash,Prime,1.5
225,2024-07-24 19:53:00,Bangalore,1174,6287,Completed,14.06,208.72,Wallet,Mini,1.0
226,2024-08-18 04:17:00,Pune,1315,17630,No Show,4.58,0.0,Wallet,Auto,1.0
227,2024-06-13 04:20:00,Mumbai,1275,16306,No Show,21.91,0.0,Cash,SUV,1.2
228,2024-09-22 22:52:00,Bangalore,1262,13598,Completed,5.93,111.16,Card,SUV,1.0
229,2024-12-05 08:16:00,Bangalore,1602,15622,Cancelled,14.81,0.0,Wallet,Prime,1.0
230,2024-11-03 00:15:00,Pune,1196,15145,Completed,19.7,276.4,Wallet,Mini,1.0
231,2024-09-27 02:04:00,Chennai,1387,9897,Completed,11.79,181.48,Wallet,SUV,1.0
232,2024-04-29 22:53:00,Bangalore,1150,10852,Completed,4.64,95.68,Wallet,Auto,1.0
233,2024-02-10 03:25:00,Delhi,1848,8302,Completed,15.37,224.44,Cash,Prime,1.0
234,2024-08-12 21:55:00,Mumbai,1794,19484,Completed,14.25,211.0,UPI,Auto,1.0
235,2024-07-19 04:19:00,Bangalore,1949,15560,Completed,5.09,101.08,UPI,SUV,1.0
236,2024-01-04 19:07:00,Delhi,1415,16473,No Show,9.41,0.0,Card,SUV,1.2
237,2024-06-29 21:19:00,Mumbai,1789,6965,Completed,17.67,302.45,UPI,Mini,1.2
238,2024-09-01 04:31:00,Pune,1082,10605,Completed,12.85,194.2,Card,SUV,1.0
239,2024-06-11 09:09:00,Pune,1854,15553,Completed,23.38,384.67,Wallet,Prime,1.2
240,2024-02-27 07:50:00,Mumbai,1356,11064,No Show,4.86,0.0,UPI,Auto,1.2
241,2024-04-19 18:32:00,Hyderabad,1183,13423,Cancelled,6.17,0.0,Wallet,Auto,1.0
242,2024-04-29 02:36:00,Delhi,1434,12935,Completed,15.21,267.02,UPI,Auto,1.2
243,2024-03-01 11:10:00,Delhi,1594,7169,Completed,20.29,283.48,Card,Auto,1.0
244,2024-08-26 15:52:00,Hyderabad,1571,7331,Completed,5.78,131.23,UPI,Mini,1.2
245,2024-03-29 17:35:00,Delhi,1396,11548,Completed,14.03,208.36,Card,Auto,1.0
246,2024-04-08 03:38:00,Bangalore,1076,15273,Cancelled,11.03,0.0,UPI,SUV,1.2
247,2024-06-02 20:02:00,Bangalore,1221,13095,Completed,10.67,168.04,Card,Mini,1.0
248,2024-02-03 13:36:00,Hyderabad,1055,18490,Completed,19.2,270.4,Card,Mini,1.0
249,2024-03-04 18:35:00,Chennai,1189,9567,Completed,22.69,312.28,Wallet,Prime,1.0
250,2024-10-15 08:30:00,Bangalore,1317,5965,Completed,22.85,314.2,Card,Mini,1.0
251,2024-07-23 10:13:00,Bangalore,1224,18122,Completed,23.62,323.44,Cash,Prime,1.0
252,2024-01-20 14:29:00,Delhi,1830,16329,Completed,5.2,122.88,UPI,Auto,1.2
253,2024-10-11 10:14:00,Chennai,1008,11034,Completed,14.27,316.86,Wallet,SUV,1.5
254,2024-12-25 13:32:00,Bangalore,1336,17219,Cancelled,5.49,0.0,UPI,Auto,1.0
255,2024-02-27 12:49:00,Chennai,1439,8604,Completed,19.11,269.32,Cash,Mini,1.0
256,2024-07-24 11:56:00,Mumbai,1956,18983,Completed,19.54,411.72,Wallet,Prime,1.5
257,2024-06-20 01:44:00,Bangalore,1413,10484,Completed,20.89,290.68,UPI,Auto,1.0
258,2024-01-16 21:31:00,Mumbai,1364,13906,Cancelled,4.93,0.0,Card,Prime,1.0
259,2024-04-23 07:48:00,Delhi,1352,15003,Cancelled,5.45,0.0,Wallet,Mini,1.0
260,2024-03-19 11:49:00,Chennai,1301,12621,Completed,18.56,262.72,Wallet,Mini,1.0
261,2024-08-17 10:16:00,Mumbai,1995,10659,Completed,14.48,213.76,Card,Auto,1.0
262,2024-12-11 13:44:00,Hyderabad,1086,12946,Completed,6.18,171.24,UPI,Auto,1.5
263,2024-10-12 23:37:00,Bangalore,1491,14713,Completed,11.22,174.64,UPI,Mini,1.0
264,2024-01-20 07:58:00,Chennai,1185,9913,Cancelled,5.53,0.0,Wallet,SUV,1.0
265,2024-07-15 02:12:00,Bangalore,1015,17710,Completed,16.06,232.72,Card,Prime,1.0
266,2024-10-08 02:30:00,Pune,1935,13930,Cancelled,23.44,0.0,Wallet,Auto,1.0
267,2024-10-05 08:44:00,Chennai,1596,19102,Completed,23.22,382.37,Card,Auto,1.2
268,2024-02-01 02:12:00,Delhi,1450,11313,Completed,15.25,223.0,Wallet,SUV,1.0
269,2024-01-03 21:37:00,Delhi,1234,15453,Completed,18.94,400.92,Card,Prime,1.5
270,2024-07-14 04:59:00,Hyderabad,1477,14002,Cancelled,12.37,0.0,Wallet,Mini,1.0
271,2024-05-05 15:44:00,Pune,1687,8153,No Show,21.29,0.0,Card,Prime,1.0
272,2024-03-11 21:06:00,Hyderabad,1235,11573,Cancelled,22.01,0.0,Cash,Prime,1.0
